uf_sigla,cod_regsaud,regiao_saude_pad,ano,mes,quantidade
SC,42014,EXTREMO SUL CATARINENSE,2018,07,261
MG,31044,LEOPOLDINA / CATAGUASES,2018,07,166
SC,42010,ALTO URUGUAI CATARINENSE,2018,07,159
PE,26006,LIMOEIRO,2018,07,727
MS,50001,CAMPO GRANDE,2018,07,2053
SP,35031,CENTRAL DO DRS III,2018,07,309
MG,31032,PARA DE MINAS,2018,07,324
SP,35157,VOTUPORANGA,2018,07,189
RS,43002,REGIAO 02,2018,07,121
RJ,33005,METROPOLITANA I,2018,07,11379
MG,31093,PIUMHI,2018,07,66
RN,24007,7ª REGIAO DE SAUDE - METROPOLITANA,2018,07,1715
MA,21001,ACAILANDIA,2018,07,428
SP,35114,EXTREMO OESTE PAULISTA,2018,07,94
MG,31068,PEDRA AZUL,2018,07,62
GO,52018,SAO PATRICIO II,2018,07,206
PI,22002,CHAPADA DAS MANGABEIRAS,2018,07,296
BA,29025,SERRINHA,2018,07,767
CE,23002,2ª REGIAO CAUCAIA,2018,07,724
RO,11001,VALE DO JAMARI,2018,07,325
AL,27005,5ª REGIAO DE SAUDE,2018,07,277
RS,43024,REGIAO 24,2018,07,125
TO,17004,CERRADO TOCANTINS ARAGUAIA,2018,07,197
SP,35153,JALES,2018,07,99
SP,35103,PIRACICABA,2018,07,608
MG,31071,FRUTAL / ITURAMA,2018,07,157
MG,31089,CAMPO BELO,2018,07,101
SP,35156,JOSE BONIFACIO,2018,07,119
PR,41008,8ª RS FRANCISCO BELTRAO,2018,07,394
RS,43020,REGIAO 20,2018,07,188
SP,35172,CIRCUITO DA FE E VALE HISTORICO,2018,07,539
RN,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,2018,07,271
GO,52001,CENTRAL,2018,07,2238
GO,52010,OESTE II,2018,07,129
RO,11003,CENTRAL,2018,07,442
MG,31024,SETE LAGOAS,2018,07,419
MS,50002,CORUMBA,2018,07,187
MG,31057,PATOS DE MINAS,2018,07,278
MG,31097,JUIZ DE FORA,2018,07,620
BA,29012,ITABUNA,2018,07,575
PA,15014,MARAJO II,2018,07,732
RS,43015,REGIAO 15,2018,07,202
GO,52013,SAO PATRICIO I,2018,07,161
MS,50004,TRES LAGOAS,2018,07,376
PA,15012,XINGU,2018,07,602
BA,29021,SANTA MARIA DA VITORIA,2018,07,372
SC,42003,XANXERE,2018,07,272
PR,41006,6ª RS UNIAO DA VITORIA,2018,07,199
MG,31047,SAO JOAO NEPOMUCENO / BICAS,2018,07,63
BA,29008,IBOTIRAMA,2018,07,255
RS,43019,REGIAO 19,2018,07,107
PB,25007,7ª REGIAO,2018,07,152
MT,51002,BAIXADA CUIABANA,2018,07,1413
BA,29006,FEIRA DE SANTANA,2018,07,1347
PE,26003,CARUARU,2018,07,1742
RS,43012,REGIAO 12,2018,07,140
AL,27010,10ª REGIAO DE SAUDE,2018,07,217
RS,43028,REGIAO 28,2018,07,345
ES,32002,METROPOLITANA,2018,07,2928
MG,31099,TEOFILO OTONI / MALACACHETA,2018,07,305
AM,13009,ALTO SOLIMOES,2018,07,521
MG,31030,FORMIGA,2018,07,111
MT,51010,NORTE MATOGROSSENSE,2018,07,108
MG,31018,CONTAGEM,2018,07,959
MA,21019,ZE DOCA,2018,07,401
AM,13008,TRIANGULO,2018,07,296
SP,35161,ITAPETININGA,2018,07,543
CE,23005,5ª REGIAO CANINDE,2018,07,237
MT,51008,NOROESTE MATOGROSSENSE,2018,07,186
TO,17001,MEDIO NORTE ARAGUAIA,2018,07,481
MG,31067,PADRE PARAISO,2018,07,78
MT,51001,ALTO TAPAJOS,2018,07,126
MG,31050,CORACAO DE JESUS,2018,07,44
SP,35065,LINS,2018,07,157
RS,43023,REGIAO 23,2018,07,619
MG,31091,CASSIA,2018,07,33
CE,23016,16ª REGIAO CAMOCIM,2018,07,209
MG,31012,VARGINHA,2018,07,224
RO,11005,ZONA DA MATA,2018,07,166
MG,31079,CONSELHEIRO LAFAIETE,2018,07,191
MG,31045,MURIAE,2018,07,158
PR,41004,4ª RS IRATI,2018,07,200
PA,15003,CARAJAS,2018,07,1361
MG,31010,TRES CORACOES,2018,07,159
PI,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,2018,07,267
RN,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,2018,07,422
SP,35113,ALTO CAPIVARI,2018,07,64
RS,43010,REGIAO 10,2018,07,2427
MG,31003,ITAJUBA,2018,07,212
MG,31078,CONGONHAS,2018,07,138
SP,35081,TRES COLINAS,2018,07,484
RJ,33001,BAIA DA ILHA GRANDE,2018,07,296
MG,31061,VICOSA,2018,07,147
BA,29017,PAULO AFONSO,2018,07,319
PI,22006,SERRA DA CAPIVARA,2018,07,206
RS,43030,REGIAO 30,2018,07,128
BA,29002,BARREIRAS,2018,07,625
BA,29019,RIBEIRA DO POMBAL,2018,07,367
AC,12003,JURUA E TARAUACA/ENVIRA,2018,07,393
PE,26004,GARANHUNS,2018,07,693
MG,31058,UNAI,2018,07,332
AM,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",2018,07,3900
PR,41019,19ª RS JACAREZINHO,2018,07,337
SP,35041,BAIXADA SANTISTA,2018,07,1981
PR,41009,9ª RS FOZ DO IGUACU,2018,07,550
SP,35174,VALE DO PARAIBA/REGIAO SERRANA,2018,07,758
RN,24002,2ª REGIAO DE SAUDE - MOSSORO,2018,07,537
SP,35051,NORTE - BARRETOS,2018,07,299
PI,22003,COCAIS,2018,07,482
MG,31070,ARAXA,2018,07,224
SP,35063,POLO CUESTA,2018,07,300
MG,31034,CARATINGA,2018,07,239
RN,24004,4ª REGIAO DE SAUDE - CAICO,2018,07,322
RS,43004,REGIAO 04,2018,07,221
SC,42016,LAGUNA,2018,07,393
RS,43016,REGIAO 16,2018,07,221
PA,15004,LAGO DE TUCURUI,2018,07,599
PR,41018,18ª RS CORNELIO PROCOPIO,2018,07,216
PR,41020,20ª RS TOLEDO,2018,07,530
SP,35155,SAO JOSE DO RIO PRETO,2018,07,801
MG,31006,POCOS DE CALDAS,2018,07,216
PB,25005,5ª REGIAO,2018,07,162
PR,41017,17ª RS LONDRINA,2018,07,1017
PB,25015,15ª REGIAO,2018,07,211
AL,27007,7ª REGIAO DE SAUDE,2018,07,732
MG,31021,ITABIRA,2018,07,246
PR,41015,15ª RS MARINGA,2018,07,889
PA,15007,METROPOLITANA II,2018,07,540
GO,52015,SUDOESTE I,2018,07,543
CE,23011,11ª REGIAO SOBRAL,2018,07,696
RJ,33003,CENTRO-SUL,2018,07,348
SC,42013,SERRA CATARINENSE,2018,07,354
GO,52008,NORTE,2018,07,145
SP,35092,ASSIS,2018,07,251
AP,16001,AREA CENTRAL,2018,07,872
MA,21009,ITAPECURU MIRIM,2018,07,509
RS,43001,REGIAO 01,2018,07,487
PR,41016,16ª RS APUCARANA,2018,07,434
RJ,33007,NOROESTE,2018,07,351
GO,52007,NORDESTE II,2018,07,110
MG,31077,JOAO PINHEIRO,2018,07,72
PE,26002,ARCOVERDE,2018,07,547
PE,26007,OURICURI,2018,07,506
AM,13006,REGIONAL PURUS,2018,07,199
CE,23021,21ª REGIAO JUAZEIRO DO NORTE,2018,07,526
MG,31053,JANUARIA,2018,07,152
SP,35115,PONTAL DO PARANAPANEMA,2018,07,63
SP,35061,VALE DO JURUMIRIM,2018,07,326
MA,21006,CHAPADINHA,2018,07,542
PB,25012,12ª REGIAO,2018,07,220
PB,25002,2ª REGIAO,2018,07,352
MG,31013,BARBACENA,2018,07,178
AL,27009,9ª REGIAO DE SAUDE,2018,07,362
BA,29004,CAMACARI,2018,07,832
CE,23022,22ª REGIAO CASCAVEL,2018,07,376
BA,29018,PORTO SEGURO,2018,07,515
ES,32004,SUL,2018,07,785
RR,14002,SUL,2018,07,119
PI,22010,VALE DO SAMBITO,2018,07,113
AL,27001,1ª REGIAO DE SAUDE,2018,07,1663
PB,25006,6ª REGIAO,2018,07,324
RS,43011,REGIAO 11,2018,07,284
MA,21004,BARRA DO CORDA,2018,07,394
CE,23015,15ª REGIAO CRATEUS,2018,07,371
BA,29015,JEQUIE,2018,07,602
RS,43027,REGIAO 27,2018,07,194
MG,31040,RESPLENDOR,2018,07,87
SP,35093,MARILIA,2018,07,436
MG,31009,SAO SEBASTIAO DO PARAISO,2018,07,139
MG,31016,BELO HORIZONTE/ NOVA LIMA/ CAETE,2018,07,3508
MG,31059,MANHUACU,2018,07,426
BA,29003,BRUMADO,2018,07,432
BA,29022,SANTO ANTONIO DE JESUS,2018,07,460
GO,52012,RIO VERMELHO,2018,07,213
PI,22008,VALE DO CANINDE,2018,07,105
SP,35171,ALTO VALE DO PARAIBA,2018,07,1216
RS,43013,REGIAO 13,2018,07,252
MG,31084,MONTES CLAROS,2018,07,556
MG,31052,JANAUBA/MONTE AZUL,2018,07,309
MG,31076,MANGA,2018,07,80
PR,41022,22ª RS IVAIPORA,2018,07,174
DF,53001,DISTRITO FEDERAL,2018,07,3798
SP,35012,FRANCO DA ROCHA,2018,07,689
MG,31022,OURO PRETO,2018,07,187
MA,21017,TIMON,2018,07,397
BA,29009,ILHEUS,2018,07,387
MG,31046,SANTOS DUMONT,2018,07,42
MG,31011,TRES PONTAS,2018,07,145
PA,15013,MARAJO I,2018,07,334
BA,29013,ITAPETINGA,2018,07,251
MG,31064,ARACUAI,2018,07,74
SP,35014,ROTA DOS BANDEIRANTES,2018,07,2531
MG,31065,ITAOBIM,2018,07,70
SP,35142,MANTIQUEIRA,2018,07,285
MT,51012,SUDOESTE MATOGROSSENSE,2018,07,162
BA,29020,SALVADOR,2018,07,3530
SP,35083,ALTA MOGIANA,2018,07,118
MG,31023,JOAO MONLEVADE,2018,07,127
MG,31042,CARANGOLA,2018,07,160
AC,12001,ALTO ACRE,2018,07,118
BA,29024,SENHOR DO BONFIM,2018,07,382
BA,29027,VALENCA,2018,07,417
MG,31055,PIRAPORA,2018,07,150
PA,15010,TAPAJOS,2018,07,402
SE,28003,ITABAIANA,2018,07,290
MG,31020,GUANHAES,2018,07,97
RR,14001,CENTRO NORTE,2018,07,975
MG,31038,MANTENA,2018,07,88
MA,21012,PRESIDENTE DUTRA,2018,07,369
RJ,33009,SERRANA,2018,07,1004
MG,31007,POUSO ALEGRE,2018,07,573
RJ,33002,BAIXADA LITORANEA,2018,07,995
SP,35064,JAU,2018,07,356
MG,31008,SAO LOURENCO,2018,07,262
PB,25008,8ª REGIAO,2018,07,146
PR,41007,7ª RS PATO BRANCO,2018,07,346
RS,43026,REGIAO 26,2018,07,212
RS,43025,REGIAO 25,2018,07,352
MG,31049,BRASILIA DE MINAS/SAO FRANCISCO,2018,07,276
TO,17003,SUDESTE,2018,07,98
PE,26011,SALGUEIRO,2018,07,196
MG,31027,TURMALINA/MINAS NOVAS/CAPELINHA,2018,07,107
MG,31015,SAO JOAO DEL REI,2018,07,217
AM,13007,REGIONAL JURUA,2018,07,237
CE,23019,19ª REGIAO BREJO SANTO,2018,07,258
MA,21016,SAO LUIS,2018,07,1900
MA,21007,CODO,2018,07,392
AP,16003,AREA SUDOESTE,2018,07,337
MG,31028,BOM DESPACHO,2018,07,91
SP,35152,SANTA FE DO SUL,2018,07,54
SC,42004,ALTO VALE DO ITAJAI,2018,07,349
PB,25013,13ª REGIAO,2018,07,64
MG,31085,TAIOBEIRAS,2018,07,144
SE,28004,LAGARTO,2018,07,318
SP,35034,CORACAO DO DRS III,2018,07,432
MT,51011,OESTE MATOGROSSENSE,2018,07,261
SC,42006,MEDIO VALE DO ITAJAI,2018,07,873
SP,35032,CENTRO OESTE DO DRS III,2018,07,125
MA,21015,SAO JOAO DOS PATOS,2018,07,344
BA,29023,SEABRA,2018,07,194
RO,11006,CONE SUL,2018,07,200
MG,31075,UBERLANDIA / ARAGUARI,2018,07,1076
SP,35121,VALE DO RIBEIRA,2018,07,340
PI,22004,ENTRE RIOS,2018,07,1596
CE,23006,6ª REGIAO ITAPIPOCA,2018,07,414
BA,29014,JACOBINA,2018,07,447
PR,41014,14ª RS PARANAVAI,2018,07,299
PA,15008,METROPOLITANA III,2018,07,1193
GO,52003,ENTORNO NORTE,2018,07,343
MG,31095,SERRO,2018,07,54
SP,35173,LITORAL NORTE,2018,07,426
PR,41002,2ª RS METROPOLITANA,2018,07,3922
SP,35163,SOROCABA,2018,07,1901
GO,52017,SUL,2018,07,271
MG,31035,CORONEL FABRICIANO/TIMOTEO,2018,07,237
RS,43021,REGIAO 21,2018,07,838
SP,35095,TUPA,2018,07,105
SP,35015,GRANDE ABC,2018,07,2816
MG,31048,UBA,2018,07,293
SC,42009,ALTO VALE DO RIO DO PEIXE,2018,07,401
CE,23008,8ª REGIAO QUIXADA,2018,07,403
PA,15002,BAIXO AMAZONAS,2018,07,1308
SC,42005,FOZ DO RIO ITAJAI,2018,07,955
MG,31041,ALEM  PARAIBA,2018,07,65
SP,35104,RIO CLARO,2018,07,264
PR,41013,13ª RS CIANORTE,2018,07,147
MG,31083,BOCAIUVA,2018,07,74
SE,28001,ARACAJU,2018,07,1043
CE,23012,12ª REGIAO ACARAU,2018,07,340
CE,23007,7ª REGIAO ARACATI,2018,07,122
GO,52011,PIRINEUS,2018,07,649
AM,13003,RIO MADEIRA,2018,07,277
RS,43029,REGIAO 29,2018,07,213
RS,43022,REGIAO 22,2018,07,197
MA,21005,CAXIAS,2018,07,399
MG,31082,SAO GOTARDO,2018,07,118
SC,42002,OESTE,2018,07,477
SP,35141,BAIXA MOGIANA,2018,07,305
PB,25009,9ª REGIAO,2018,07,189
SE,28005,NOSSA SENHORA DA GLORIA,2018,07,236
SP,35132,AQUIFERO GUARANI,2018,07,926
MG,31004,LAVRAS,2018,07,190
SP,35133,VALE DAS CACHOEIRAS,2018,07,118
MG,31088,OLIVEIRA/SANTO ANTONIO DO AMPARO,2018,07,92
SP,35071,BRAGANCA,2018,07,530
RS,43009,REGIAO 09,2018,07,395
MT,51015,VALE DO PEIXOTO,2018,07,168
MT,51007,MEDIO NORTE MATOGROSSENSE,2018,07,356
BA,29007,GUANAMBI,2018,07,486
PA,15001,ARAGUAIA,2018,07,717
PB,25003,3ª REGIAO,2018,07,256
CE,23014,14ª REGIAO TAUA,2018,07,134
SP,35073,JUNDIAI,2018,07,1018
PI,22007,TABULEIROS DO ALTO PARNAIBA,2018,07,73
RS,43008,REGIAO 08,2018,07,867
SP,35111,ALTA PAULISTA,2018,07,109
MG,31051,FRANCISCO SA,2018,07,78
PR,41005,5ª RS GUARAPUAVA,2018,07,604
MA,21013,ROSARIO,2018,07,471
CE,23010,10ª REGIAO LIMOEIRO DO NORTE,2018,07,216
MA,21018,VIANA,2018,07,368
MG,31031,ITAUNA,2018,07,129
SP,35021,CENTRAL DO DRS II,2018,07,290
GO,52004,ENTORNO SUL,2018,07,1093
TO,17008,AMOR PERFEITO,2018,07,174
MG,31080,PECANHA/SAO JOAO EVANGELISTA,2018,07,65
PI,22001,CARNAUBAIS,2018,07,159
AL,27006,6ª REGIAO DE SAUDE,2018,07,270
SC,42011,NORDESTE,2018,07,806
PR,41012,12ª RS UMUARAMA,2018,07,322
SP,35091,ADAMANTINA,2018,07,95
RN,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,2018,07,260
AM,13005,BAIXO AMAZONAS,2018,07,424
SC,42007,GRANDE FLORIANOPOLIS,2018,07,1382
TO,17007,CANTAO,2018,07,173
RN,24008,8ª REGIAO DE SAUDE - ACU,2018,07,195
SC,42008,MEIO OESTE,2018,07,246
SP,35022,LAGOS DO DRS II,2018,07,161
GO,52016,SUDOESTE II,2018,07,273
MA,21014,SANTA INES,2018,07,546
MG,31037,IPATINGA,2018,07,446
AM,13002,RIO NEGRO E SOLIMOES,2018,07,515
MG,31081,SANTA MARIA DO SUACUI,2018,07,48
MG,31096,ITAMBACURI,2018,07,49
PE,26012,SERRA TALHADA,2018,07,303
RS,43007,REGIAO 07,2018,07,886
RN,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,2018,07,499
MG,31073,ITUIUTABA,2018,07,178
PI,22009,VALE DO RIO GUARIBAS,2018,07,400
BA,29016,JUAZEIRO,2018,07,745
PB,25011,11ª REGIAO,2018,07,83
MT,51006,MEDIO ARAGUAIA,2018,07,147
PB,25004,4ª REGIAO,2018,07,118
SP,35072,REGIAO METROPOLITANA DE CAMPINAS,2018,07,3467
MA,21002,BACABAL,2018,07,374
MG,31086,DIVINOPOLIS,2018,07,366
MA,21011,PINHEIRO,2018,07,541
CE,23003,3ª REGIAO MARACANAU,2018,07,699
BA,29001,ALAGOINHAS,2018,07,592
MG,31072,UBERABA,2018,07,409
RS,43006,REGIAO 06 - VALE DO PARANHANA E COSTA SERR,2018,07,250
TO,17005,ILHA DO BANANAL,2018,07,208
MG,31098,SALINAS,2018,07,77
PR,41001,1ª RS PARANAGUA,2018,07,370
AL,27003,3ª REGIAO DE SAUDE,2018,07,330
TO,17002,BICO DO PAPAGAIO,2018,07,247
MT,51004,CENTRO NORTE,2018,07,112
PB,25014,14ª REGIAO,2018,07,233
PE,26008,PALMARES,2018,07,723
PB,25010,10ª REGIAO,2018,07,128
MT,51009,NORTE ARAGUAIA KARAJA,2018,07,29
GO,52005,ESTRADA DE FERRO,2018,07,338
MA,21008,IMPERATRIZ,2018,07,822
CE,23017,17ª REGIAO ICO,2018,07,169
PR,41003,3ª RS PONTA GROSSA,2018,07,785
SP,35074,CIRCUITO DAS AGUAS,2018,07,121
PE,26009,PETROLINA,2018,07,715
SP,35033,NORTE DO DRS III,2018,07,135
AM,13004,MEDIO AMAZONAS,2018,07,267
PE,26010,RECIFE,2018,07,4957
SP,35094,OURINHOS,2018,07,257
PR,41021,21ª RS TELEMACO BORBA,2018,07,244
GO,52002,CENTRO SUL,2018,07,1124
BA,29010,IRECE,2018,07,552
MG,31026,DIAMANTINA,2018,07,148
CE,23013,13ª REGIAO TIANGUA,2018,07,480
MA,21010,PEDREIRAS,2018,07,307
MS,50003,DOURADOS,2018,07,1186
RJ,33004,MEDIO PARAIBA,2018,07,920
SP,35082,ALTA ANHANGUERA,2018,07,163
PA,15006,METROPOLITANA I,2018,07,2480
RJ,33006,METROPOLITANA II,2018,07,1973
BA,29026,TEIXEIRA DE FREITAS,2018,07,588
BA,29011,ITABERABA,2018,07,302
CE,23018,18ª REGIAO IGUATU,2018,07,347
PB,25016,16ª REGIAO,2018,07,742
CE,23004,4ª REGIAO BATURITE,2018,07,175
RO,11004,MADEIRA-MAMORE,2018,07,884
GO,52009,OESTE I,2018,07,111
PE,26001,AFOGADOS DA INGAZEIRA,2018,07,239
SP,35154,FERNANDOPOLIS,2018,07,89
AL,27002,2ª REGIAO DE SAUDE,2018,07,245
MG,31060,PONTE NOVA,2018,07,206
MG,31036,GOVERNADOR VALADARES,2018,07,523
MG,31094,ALMENARA/JACINTO,2018,07,186
SC,42015,CARBONIFERA,2018,07,505
SP,35143,RIO PARDO,2018,07,206
MA,21003,BALSAS,2018,07,372
PE,26005,GOIANA,2018,07,385
RS,43005,REGIAO 05,2018,07,246
SP,35011,ALTO DO TIETE,2018,07,3699
CE,23001,1ª REGIAO FORTALEZA,2018,07,2757
MG,31062,AGUAS FORMOSAS,2018,07,72
SE,28002,ESTANCIA,2018,07,308
SC,42012,PLANALTO NORTE,2018,07,430
MG,31090,LIMA DUARTE,2018,07,51
PR,41010,10ª RS CASCAVEL,2018,07,715
GO,52006,NORDESTE I,2018,07,71
MG,31001,ALFENAS / MACHADO,2018,07,302
PB,25001,1ª REGIAO MATA ATLANTICA,2018,07,1689
RS,43014,REGIAO 14,2018,06,237
MA,21017,TIMON,2018,06,340
RS,43010,REGIAO 10,2018,06,2364
RN,24004,4ª REGIAO DE SAUDE - CAICO,2018,06,273
MG,31036,GOVERNADOR VALADARES,2018,06,495
MG,31044,LEOPOLDINA / CATAGUASES,2018,06,177
SP,35081,TRES COLINAS,2018,06,491
PA,15014,MARAJO II,2018,06,656
MA,21018,VIANA,2018,06,365
BA,29026,TEIXEIRA DE FREITAS,2018,06,592
SP,35103,PIRACICABA,2018,06,574
MG,31019,CURVELO,2018,06,179
PE,26012,SERRA TALHADA,2018,06,352
CE,23002,2ª REGIAO CAUCAIA,2018,06,793
MG,31001,ALFENAS / MACHADO,2018,06,296
PB,25011,11ª REGIAO,2018,06,108
MS,50004,TRES LAGOAS,2018,06,380
MG,31015,SAO JOAO DEL REI,2018,06,200
SE,28003,ITABAIANA,2018,06,305
SC,42008,MEIO OESTE,2018,06,208
SP,35091,ADAMANTINA,2018,06,92
PB,25012,12ª REGIAO,2018,06,262
TO,17003,SUDESTE,2018,06,113
MG,31016,BELO HORIZONTE/ NOVA LIMA/ CAETE,2018,06,3504
SP,35174,VALE DO PARAIBA/REGIAO SERRANA,2018,06,746
MG,31094,ALMENARA/JACINTO,2018,06,171
RS,43011,REGIAO 11,2018,06,293
GO,52013,SAO PATRICIO I,2018,06,174
PR,41013,13ª RS CIANORTE,2018,06,154
MG,31024,SETE LAGOAS,2018,06,431
PI,22005,PLANICIE LITORANEA,2018,06,373
GO,52003,ENTORNO NORTE,2018,06,347
AL,27006,6ª REGIAO DE SAUDE,2018,06,274
SC,42017,VALE DO ITAPOCU,2018,06,337
MG,31058,UNAI,2018,06,346
MA,21001,ACAILANDIA,2018,06,418
AM,13002,RIO NEGRO E SOLIMOES,2018,06,423
SE,28005,NOSSA SENHORA DA GLORIA,2018,06,256
GO,52018,SAO PATRICIO II,2018,06,181
AM,13008,TRIANGULO,2018,06,288
CE,23021,21ª REGIAO JUAZEIRO DO NORTE,2018,06,580
MT,51011,OESTE MATOGROSSENSE,2018,06,255
PR,41019,19ª RS JACAREZINHO,2018,06,340
SP,35172,CIRCUITO DA FE E VALE HISTORICO,2018,06,520
PA,15003,CARAJAS,2018,06,1259
TO,17008,AMOR PERFEITO,2018,06,179
GO,52006,NORDESTE I,2018,06,59
PB,25004,4ª REGIAO,2018,06,124
SP,35022,LAGOS DO DRS II,2018,06,179
SP,35072,REGIAO METROPOLITANA DE CAMPINAS,2018,06,3306
RJ,33007,NOROESTE,2018,06,347
MG,31060,PONTE NOVA,2018,06,185
MG,31079,CONSELHEIRO LAFAIETE,2018,06,183
SE,28001,ARACAJU,2018,06,1063
SP,35083,ALTA MOGIANA,2018,06,125
SP,35133,VALE DAS CACHOEIRAS,2018,06,153
AM,13004,MEDIO AMAZONAS,2018,06,252
SC,42013,SERRA CATARINENSE,2018,06,329
MG,31021,ITABIRA,2018,06,241
MG,31030,FORMIGA,2018,06,100
SC,42016,LAGUNA,2018,06,412
PE,26002,ARCOVERDE,2018,06,536
CE,23001,1ª REGIAO FORTALEZA,2018,06,3406
MG,31098,SALINAS,2018,06,74
PI,22003,COCAIS,2018,06,503
SP,35094,OURINHOS,2018,06,272
BA,29019,RIBEIRA DO POMBAL,2018,06,329
RS,43001,REGIAO 01,2018,06,457
RO,11005,ZONA DA MATA,2018,06,146
BA,29014,JACOBINA,2018,06,441
SP,35143,RIO PARDO,2018,06,235
MG,31038,MANTENA,2018,06,79
MG,31078,CONGONHAS,2018,06,130
SP,35101,ARARAS,2018,06,374
MG,31091,CASSIA,2018,06,51
SP,35062,BAURU,2018,06,708
MG,31064,ARACUAI,2018,06,71
CE,23011,11ª REGIAO SOBRAL,2018,06,790
SP,35141,BAIXA MOGIANA,2018,06,363
MG,31092,PASSOS,2018,06,208
GO,52001,CENTRAL,2018,06,2281
SP,35071,BRAGANCA,2018,06,509
CE,23010,10ª REGIAO LIMOEIRO DO NORTE,2018,06,248
RS,43015,REGIAO 15,2018,06,195
SP,35161,ITAPETININGA,2018,06,555
MA,21011,PINHEIRO,2018,06,543
PA,15007,METROPOLITANA II,2018,06,477
PI,22006,SERRA DA CAPIVARA,2018,06,208
AL,27004,4ª REGIAO DE SAUDE,2018,06,161
MG,31002,GUAXUPE,2018,06,143
CE,23003,3ª REGIAO MARACANAU,2018,06,721
AL,27009,9ª REGIAO DE SAUDE,2018,06,349
BA,29024,SENHOR DO BONFIM,2018,06,399
MT,51016,VALE DOS ARINOS,2018,06,60
BA,29008,IBOTIRAMA,2018,06,273
RO,11004,MADEIRA-MAMORE,2018,06,810
CE,23016,16ª REGIAO CAMOCIM,2018,06,197
RS,43026,REGIAO 26,2018,06,169
SP,35023,CONSORCIOS DO DRS II,2018,06,292
SP,35173,LITORAL NORTE,2018,06,430
RN,24002,2ª REGIAO DE SAUDE - MOSSORO,2018,06,514
AL,27007,7ª REGIAO DE SAUDE,2018,06,736
RS,43018,REGIAO 18,2018,06,119
TO,17004,CERRADO TOCANTINS ARAGUAIA,2018,06,179
MT,51007,MEDIO NORTE MATOGROSSENSE,2018,06,350
PA,15008,METROPOLITANA III,2018,06,1168
PA,15001,ARAGUAIA,2018,06,633
PI,22007,TABULEIROS DO ALTO PARNAIBA,2018,06,77
CE,23022,22ª REGIAO CASCAVEL,2018,06,379
SP,35016,SAO PAULO,2018,06,13647
MT,51009,NORTE ARAGUAIA KARAJA,2018,06,23
SP,35011,ALTO DO TIETE,2018,06,3748
MT,51012,SUDOESTE MATOGROSSENSE,2018,06,175
SC,42014,EXTREMO SUL CATARINENSE,2018,06,218
PB,25006,6ª REGIAO,2018,06,253
SP,35021,CENTRAL DO DRS II,2018,06,313
AM,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",2018,06,3578
PB,25005,5ª REGIAO,2018,06,128
MT,51014,TELES PIRES,2018,06,704
SP,35156,JOSE BONIFACIO,2018,06,99
RS,43028,REGIAO 28,2018,06,326
RS,43009,REGIAO 09,2018,06,417
BA,29003,BRUMADO,2018,06,462
PB,25002,2ª REGIAO,2018,06,390
BA,29002,BARREIRAS,2018,06,667
MG,31067,PADRE PARAISO,2018,06,78
SP,35031,CENTRAL DO DRS III,2018,06,305
RS,43022,REGIAO 22,2018,06,173
TO,17001,MEDIO NORTE ARAGUAIA,2018,06,412
MA,21008,IMPERATRIZ,2018,06,874
PR,41009,9ª RS FOZ DO IGUACU,2018,06,526
PI,22008,VALE DO CANINDE,2018,06,125
BA,29017,PAULO AFONSO,2018,06,338
SP,35162,ITAPEVA,2018,06,369
SP,35032,CENTRO OESTE DO DRS III,2018,06,137
MA,21016,SAO LUIS,2018,06,1848
MA,21003,BALSAS,2018,06,339
RS,43021,REGIAO 21,2018,06,883
MG,31096,ITAMBACURI,2018,06,58
MG,31061,VICOSA,2018,06,144
MA,21014,SANTA INES,2018,06,487
MA,21006,CHAPADINHA,2018,06,524
MG,31082,SAO GOTARDO,2018,06,118
MA,21002,BACABAL,2018,06,371
PB,25009,9ª REGIAO,2018,06,197
PE,26010,RECIFE,2018,06,5017
SP,35093,MARILIA,2018,06,400
RJ,33003,CENTRO-SUL,2018,06,364
SC,42011,NORDESTE,2018,06,842
CE,23020,20ª REGIAO CRATO,2018,06,423
MG,31023,JOAO MONLEVADE,2018,06,144
MG,31034,CARATINGA,2018,06,234
MT,51006,MEDIO ARAGUAIA,2018,06,163
MT,51002,BAIXADA CUIABANA,2018,06,1377
PR,41005,5ª RS GUARAPUAVA,2018,06,581
MG,31037,IPATINGA,2018,06,420
MT,51008,NOROESTE MATOGROSSENSE,2018,06,179
SE,28007,PROPRIA,2018,06,199
BA,29005,CRUZ DAS ALMAS,2018,06,298
SP,35082,ALTA ANHANGUERA,2018,06,149
PR,41020,20ª RS TOLEDO,2018,06,501
MG,31089,CAMPO BELO,2018,06,96
RS,43016,REGIAO 16,2018,06,231
BA,29007,GUANAMBI,2018,06,461
SP,35111,ALTA PAULISTA,2018,06,109
BA,29025,SERRINHA,2018,06,750
MG,31004,LAVRAS,2018,06,229
SP,35154,FERNANDOPOLIS,2018,06,101
SC,42012,PLANALTO NORTE,2018,06,428
PR,41017,17ª RS LONDRINA,2018,06,1013
