"","uf","ibge","municipio","cnes","estabelecimento","pop_vinc","bnf_pbf","perc_benef_pbf"
"38868","SP","350600","BAURU",2062143,"UNIDADE BASICA DE SAUDE JARDIM EUROPA",14838,1090,0.07
"38869","SP","350600","BAURU",2034565,"UNIDADE BASICA DE SAUDE PARQUE VISTA ALEGRE",8856,535,0.06
"38870","SP","350600","BAURU",2055201,"UNIDADE BASICA DE SAUDE OCTAVIO RASI",3886,600,0.15
"38871","SP","350600","BAURU",7297130,"USF POUSADA DA ESPERANCA II",5796,977,0.17
"38872","SP","350610","BEBEDOURO",2022400,"E S F DR JOAO CARLOS GALHARDO",4531,734,0.16
"38873","SP","350610","BEBEDOURO",2022427,"E S F DR JOAO CAMBAUVA",4884,451,0.09
"38874","SP","350610","BEBEDOURO",2022338,"E S F DR JOSE CAUBI CAMPELLO BESSA",4553,345,0.08
"38875","SP","350610","BEBEDOURO",2022354,"E S F DR ULISSES DE CARVALHO",4682,389,0.08
"38876","SP","350610","BEBEDOURO",2022389,"E S F DR HUGO TURCHETO",5412,287,0.05
"38877","SP","350610","BEBEDOURO",2060620,"E S F DR RICARDO DIAS DE TOLEDO",6303,322,0.05
"38878","SP","350630","BERNARDINO DE CAMPOS",7565968,"PENITENCIARIA MASCULINA DE BERNARDINO DE CAMPOS",899,50,0.06
"38879","SP","350670","BOA ESPERANÇA DO SUL",2075830,"USF VISTA VERDE BOA ESPERANCA DO SUL",3600,665,0.18
"38880","SP","350700","BOITUVA",6304982,"UNIDADE BASICA DE SAUDE MARIO MODOLO",1870,227,0.12
"38881","SP","350700","BOITUVA",2043254,"UNIDADE BASICA DE SAUDE JOAO BATISTA DE ARRUDA",11552,1007,0.09
"38882","SP","350730","BORACÉIA",7767668,"UBS JARDIM PARAISO",1903,236,0.12
"38883","SP","350740","BORBOREMA",3471756,"ESF NUCLEO III JARDIM ALVORADA",4665,303,0.06
"38884","SP","350750","BOTUCATU",9120351,"CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS",0,NA,NA
"38885","SP","350750","BOTUCATU",2046296,"UBS EDMUNDO DE OLIVEIRA CS I BOTUCATU",9302,419,0.05
"38886","SP","350760","BRAGANÇA PAULISTA",2688360,"UBS BIRICA DO VALADO",1920,168,0.09
"38887","SP","350760","BRAGANÇA PAULISTA",3403939,"ESF PARQUE DOS ESTADOS II",3215,279,0.09
"38888","SP","350760","BRAGANÇA PAULISTA",6347762,"ESF VILA MOTTA",5028,256,0.05
"38889","SP","350760","BRAGANÇA PAULISTA",2688387,"ESF AGUA CLARA I",10626,1054,0.1
"38890","SP","350760","BRAGANÇA PAULISTA",9398295,"ESF SAO FRANCISCO DE ASSIS",3469,677,0.2
"38891","SP","350780","BRODOWSKI",7278942,"UNIDADE DE SAUDE DA FAMILIA DRA DARLENE ARRUDA",3879,459,0.12
"38892","SP","350800","BURI",2751496,"UNIDADE DO PSF III CONJUNTO HABITACIONAL SAO JOSE BURI SP",4825,1231,0.26
"38893","SP","350840","CABREÚVA",3284131,"POLICLINICA WILSON FEDERZONI CABREUVA",24244,1569,0.06
"38894","SP","350850","CAÇAPAVA",5289092,"PSF JARDIM SAO JOSE",3577,191,0.05
"38895","SP","350850","CAÇAPAVA",5289114,"PSF MARIA ELMIRA",3584,256,0.07
"38896","SP","350850","CAÇAPAVA",5289122,"PSF NOVA CACAPAVA",7682,631,0.08
"38897","SP","350860","CACHOEIRA PAULISTA",3363589,"ESF CDHU",3385,513,0.15
"38898","SP","350870","CACONDE",2749106,"UBS APARECIDA MAGUIN DOS REIS",1440,240,0.17
"38899","SP","350880","CAFELÂNDIA",975133,"ESF PRC AFONSO PENA",1946,96,0.05
"38900","SP","350880","CAFELÂNDIA",985937,"ESF ADAO PERUCCI",614,73,0.12
"38901","SP","350910","CAIUÁ",3653579,"CENTRO DE DETENCAO PROVISORIA TACITO AP SANTANA DE CAIUA",10,NA,NA
"38902","SP","350920","CAJAMAR",3437280,"USF MANOEL INACIO DA SILVA",11505,1874,0.16
"38903","SP","350925","CAJATI",6682545,"UNIDADE DE ESF IV PARAFUSO CAJATI CAJATI",5015,444,0.09
"38904","SP","350940","CAJURU",6479014,"ESF CENTRO CAJURU",4204,225,0.05
"38905","SP","350950","CAMPINAS",6032362,"CENTRO DE SAUDE LISA",6275,1107,0.18
"38906","SP","350950","CAMPINAS",6865321,"CENTRO DE SAUDE SANTA ROSA",6409,1009,0.16
"38907","SP","350950","CAMPINAS",2034263,"CENTRO DE SAUDE SAO CRISTOVAO",17259,1641,0.1
"38908","SP","350950","CAMPINAS",2023210,"CENTRO DE SAUDE JOAQUIM EGIDIO",3520,155,0.04
"38909","SP","350950","CAMPINAS",6032419,"CENTRO DE SAUDE OZIEL",14201,3134,0.22
"38910","SP","350950","CAMPINAS",2022699,"CENTRO DE SAUDE TAQUARAL PADRE MILTON SANTANA",27597,702,0.03
"38911","SP","350950","CAMPINAS",2023598,"CENTRO DE SAUDE PARQUE VALENCA",15001,2584,0.17
"38912","SP","350950","CAMPINAS",6032427,"CENTRO DE SAUDE ROSALIA",10224,1581,0.15
"38913","SP","350950","CAMPINAS",7520433,"CENTRO DE SAUDE SAN MARTIN",10524,1415,0.13
"38914","SP","350950","CAMPINAS",2022834,"CENTRO DE SAUDE VILA RICA",9571,503,0.05
"38915","SP","350950","CAMPINAS",2039664,"CENTRO DE SAUDE JARDIM CAPIVARI",14658,1493,0.1
"38916","SP","351015","CANITAR",9293698,"UNIDADE BASICA JAQUELINE DIAS FELICIANO",3708,516,0.14
"38917","SP","351030","CAPELA DO ALTO",5860857,"U B S NOVA CAPELA",4927,901,0.18
"38918","SP","351030","CAPELA DO ALTO",2070561,"UBS IPERO",3077,446,0.14
"38919","SP","351050","CARAGUATATUBA",2039621,"UBS JOSE MAURICIO BORGES CARAGUATATUBA",15576,2862,0.18
"38920","SP","351060","CARAPICUÍBA",2746859,"UBS DR JOSEPH ALAIN GRIMBERG VILA CRETTI",12950,1916,0.15
"38921","SP","351080","CASA BRANCA",982997,"ESF NAZARETH",838,85,0.1
"38922","SP","351100","CASTILHO",9544739,"EFS ALIPIO",4937,595,0.12
"38923","SP","351110","CATANDUVA",2025906,"UBS DR LUIZ CARLOS FIGUEIREDO MALHEIROS CENTRAL",5535,198,0.04
"38924","SP","351130","CEDRAL",6369510,"ESF JARDIM GALANTE RAFHAEL CAMPAGNA",2542,164,0.06
"38925","SP","351140","CERQUEIRA CÉSAR",9646337,"UBS ESF DR MILTON CLOVIS COMINELI",3099,408,0.13
"38926","SP","351150","CERQUILHO",107298,"UBS DA FAMILIA VILA SAO JOSE CERQUILHO",7976,276,0.03
"38927","SP","351220","CONCHAL",6552838,"SECRETARIA MUNICIPAL DE SAUDE DE CONCHAL",0,NA,NA
"38928","SP","351230","CONCHAS",2772922,"UNIDADE DE SAUDE DA FAMILIA CENTRAL II",2627,269,0.1
"38929","SP","351250","COROADOS",2070197,"UBSF COROADOS",7077,682,0.1
"38930","SP","351260","CORONEL MACEDO",7304250,"ESF SEBASTIAO DE MACEDO",3043,484,0.16
"38931","SP","351260","CORONEL MACEDO",897701,"ESF ELIZEU LAZARO LOUREIRO",2008,316,0.16
"38932","SP","351270","CORUMBATAÍ",9372253,"UBS ANDRE GIMENE CORUMBATAI",3813,392,0.1
"38933","SP","351280","COSMÓPOLIS",5007461,"UBS PSF JARDIM BETO SPANA",7008,814,0.12
"38934","SP","350040","ÁGUAS DA PRATA",2749114,"UNIDADE INTEGRADA DE SAUDE LEOPOLDO DE ARAUJO A PRATA",3757,160,0.04
"38935","SP","350055","ÁGUAS DE SANTA BÁRBARA",2050153,"UNIDADE BASICA DE SAUDE AGUAS STA BARBARA",1186,125,0.11
"38936","SP","350060","ÁGUAS DE SÃO PEDRO",7798806,"UNIDADE BASICA DE SAUDE DE AGUAS DE SAO PEDRO",4487,172,0.04
"38937","SP","350070","AGUDOS",3850315,"UNIDADE DE SAUDE DIRCE PORTO BICALHO AYUB",6362,576,0.09
"38938","SP","350070","AGUDOS",2790092,"CENTRO DE SAUDE II DR JACOB CASSEB",4966,211,0.04
"38939","SP","350160","AMERICANA",4032128,"UBS DONA ROSA",0,NA,NA
"38940","SP","350160","AMERICANA",2067471,"PM 04 JD GUANABARA",0,NA,NA
"38941","SP","350160","AMERICANA",2688247,"PM 21 PARQUE DAS NACOES",2941,183,0.06
"38942","SP","350160","AMERICANA",2028034,"ESTRATEGIA DE SAUDE DA FAMILIA ZANAGA I",4764,528,0.11
"38943","SP","350160","AMERICANA",2047969,"PM 19 PARQUE DA LIBERDADE",4910,631,0.13
"38944","SP","350170","AMÉRICO BRASILIENSE",2040387,"UBS DR CASSIO MORAES ALVES AMERICO BRASILIENSE",7475,372,0.05
"38945","SP","350190","AMPARO",2028069,"UNIDADE BASICA DE SAUDE PEDROSOS",719,87,0.12
"38946","SP","350190","AMPARO",2066599,"USF JARDIM SAO DIMAS",6105,348,0.06
"38947","SP","350190","AMPARO",2042614,"USF TRES PONTES",4294,355,0.08
"38948","SP","350190","AMPARO",5127181,"USF JARDIM SILVESTRE",5636,303,0.05
"38949","SP","350210","ANDRADINA",2038285,"CAMO BENFICA DR EDUARDO H F CHAR ANDRADINA",11485,979,0.09
"38950","SP","350210","ANDRADINA",9867384,"UBS ADILSON DANTAS DA SILVA",5974,654,0.11
"38951","SP","350220","ANGATUBA",2054000,"ESF JOSE CARLOS BUENO DE CAMARGO ANGATUBA",4981,511,0.1
"38952","SP","350250","APARECIDA",4046862,"ESF SAO SEBASTIAO",4180,335,0.08
"38953","SP","350270","APIAÍ",5447100,"ESF ENCAPOEIRADO APIAI",1517,417,0.27
"38954","SP","350280","ARAÇATUBA",6873367,"UBS DR MARCO AURELIO PEREIRA CENTRO",8378,342,0.04
"38955","SP","350290","ARAÇOIABA DA SERRA",9075771,"UBS ALCIDES VIEIRA",8565,616,0.07
"38956","SP","350290","ARAÇOIABA DA SERRA",2061929,"PAS DO JUNDIAQUARA ARACOIABA DA SERRA",3606,245,0.07
"38957","SP","350315","ARAPEÍ",6497071,"EQUIPE SAUDE DA FAMILIA DE ARAPEI",2740,444,0.16
"38958","SP","350320","ARARAQUARA",6890296,"USF VILA BIAGIONI",3670,227,0.06
"38959","SP","350320","ARARAQUARA",6933335,"USF SANTA LUCIA I",3174,117,0.04
"38960","SP","350320","ARARAQUARA",7418086,"USF JARDIM PARAISO",4483,333,0.07
"38961","SP","350320","ARARAQUARA",3089614,"USF MARIA LUIZA",5394,408,0.08
"38962","SP","350320","ARARAQUARA",7418094,"USF ALTOS DO PINHEIROS",3639,275,0.08
"38963","SP","350320","ARARAQUARA",3089622,"USF JARDIM PINHEIROS",3736,200,0.05
"38964","SP","350330","ARARAS",6880150,"UBS DR EMERSON MERCATELLI ARARAS",717,56,0.08
"38965","SP","350330","ARARAS",6676928,"UBS JOSE FIORI ARARAS",5723,254,0.04
"38966","SP","350330","ARARAS",2070464,"ESF LUCIA BOQUETTE MENEGHETTI ARARAS",4351,523,0.12
"38967","SP","350330","ARARAS",2066769,"ESF FRANCISCO NICOLA CASCELLI ARARAS",7527,722,0.1
"38968","SP","350340","AREALVA",3730255,"UNIDADE SAUDE FAMILIA DR PIERRE ANTONIO COPPIETERS AREALVA",3732,415,0.11
"38969","SP","350370","ARIRANHA",2076403,"ESF HIGINO AYUSSO ARIRANHA",2681,159,0.06
"38970","SP","350420","AURIFLAMA",2030497,"UBS DE AURIFLAMA",3003,131,0.04
"38971","SP","350450","AVARÉ",2025841,"UBS BONSUCESSO AVARE",2577,352,0.14
"38972","SP","350470","BALBINOS",6620612,"ESTRATEGIA SAUDE DA FAMILIA DE BALBINOS",1010,114,0.11
"38973","SP","350470","BALBINOS",2790114,"CENTRO DE SAUDE III DE BALBINOS",991,78,0.08
"38974","SP","350480","BÁLSAMO",9264787,"E S F DR DENIR ZAMARIOLLI",2120,147,0.07
"38975","SP","350520","BARIRI",5691079,"2 POSTO SAUDE DA FAMILIA NASSIMA BUSSADA ROMERO",5322,533,0.1
"38976","SP","350540","BARRA DO TURVO",2072602,"UNIDADE DE ESF I INDAIATUBA BARRA DO TURVO",1272,337,0.26
"38977","SP","350550","BARRETOS",2048744,"UNIDADE BASICA DR JOSE PARASSU CARVALHO",9253,348,0.04
"38978","SP","350550","BARRETOS",2093650,"UNIDADE BASICA DE SAUDE DR BARTOLOMEU MARAGLIANO VENERE",18858,1580,0.08
"38979","SP","350550","BARRETOS",7122217,"UNIDADE ESF DR LUIZ SPINA",8824,1065,0.12
"38980","SP","350550","BARRETOS",2035731,"UNIDADE BASICA DE SAUDE DO IBITU",2449,183,0.07
"38981","SP","350570","BARUERI",2023911,"UBS HERMELINO LIBERATO FILHO",31495,3157,0.1
"38982","SP","350570","BARUERI",2024047,"UBS HELIO BERZAGHI",19897,2021,0.1
"38983","SP","350570","BARUERI",2096137,"UBS MARIA MAGDALENA MACEDO",3465,374,0.11
"38984","SP","350570","BARUERI",2023962,"UBS MARIA FRANCISCA DE MELO",14956,1620,0.11
"38985","SP","350570","BARUERI",2023881,"UBS PEDRO IZZO",16407,1181,0.07
"38986","SP","350580","BASTOS",2044366,"UNIDADE DE SAUDE DA FAMILIA KYUSSUKE SASSAKI",3924,146,0.04
"38987","SP","350590","BATATAIS",3053660,"UBS DE VILA CRUZEIRO DR JOSE VINICIUS DE FIGUEIREDO MOURA",5221,667,0.13
"38988","SP","350600","BAURU",2062178,"UNIDADE BASICA DE SAUDE BEIJA FLOR",6836,444,0.06
"38989","SP","350600","BAURU",9279423,"UNIDADE BASICA SAUDE JUSSARA CELINA",6507,712,0.11
"38990","SP","350600","BAURU",2061120,"UNIDADE BASICA DE SAUDE CARDIA",7038,271,0.04
"38991","SP","350610","BEBEDOURO",2022397,"E S F DR OSWALDO DAMIAN DE OLIVEIRA",3833,316,0.08
"38992","SP","350610","BEBEDOURO",2022419,"E S F DR MAURO BURJAILI",1714,99,0.06
"38993","SP","350635","BERTIOGA",7781709,"UNIDADE BASICA DE SAUDE CENTRAL",14592,1269,0.09
"38994","SP","350650","BIRIGUI",6672612,"UBS 09 ALVARO PEGORARO SANTANA BIRIGUI",13461,1061,0.08
"38995","SP","350660","BIRITIBA-MIRIM",7532245,"CENTRO DE REFERENCIA DA MULHER CRIANCA",73,24,0.33
"38996","SP","350670","BOA ESPERANÇA DO SUL",2055538,"CENTRO DE SAUDE NOVA ESPERANCA BOA ESPERANCA DO SUL",2728,340,0.12
"38997","SP","350690","BOFETE",2028727,"ATENCAO PRIMARIA A SAUDE BRUNO NOVAES BOFETE",6751,843,0.12
"38998","SP","350700","BOITUVA",2043270,"UNIDADE BASICA DE SAUDE GENIRA PICCO ROCHA",6747,501,0.07
"38999","SP","350720","BORÁ",2048604,"CENTRO DE SAUDE DE BORA",1208,156,0.13
"39000","SP","350745","BOREBI",865613,"UNIDADE DE SAUDE DA FAMILIA DONA MARTHA BROSCO",3364,360,0.11
"39001","SP","350750","BOTUCATU",3003329,"USF JARDIM AEROPORTO BOTUCATU",7450,739,0.1
"39002","SP","350760","BRAGANÇA PAULISTA",2688085,"UBS SANTA LUZIA",12272,462,0.04
"39003","SP","350760","BRAGANÇA PAULISTA",2688352,"UBS ARARA DOS MORI",2140,157,0.07
"39004","SP","350760","BRAGANÇA PAULISTA",2688107,"UBS VILA APARECIDA",11662,670,0.06
"39005","SP","350760","BRAGANÇA PAULISTA",3403904,"ESF CDHU SAADA NADER ABI CHEDID",3643,355,0.1
"39006","SP","350780","BRODOWSKI",9237062,"UNIDADE DE SAUDE DA FAMILIA FARMACEUTICA NAIR RAMOS ERVAS",4131,102,0.02
"39007","SP","350800","BURI",9186166,"UNIDADE DO PSF JULIA RIBEIRO BURI SP",320,40,0.12
"39008","SP","350840","CABREÚVA",2028115,"USF DO CENTRO HEMORGENES DE GODOY",3948,192,0.05
"39009","SP","350850","CAÇAPAVA",6379265,"UBS CENTRO DE SAUDE",4034,320,0.08
"39010","SP","350850","CAÇAPAVA",5289106,"PSF VERA CRUZ",3553,196,0.06
"39011","SP","350860","CACHOEIRA PAULISTA",3363562,"ESF MARGEM ESQUERDA",4489,605,0.13
"39012","SP","350860","CACHOEIRA PAULISTA",2025175,"ESF EMBAU QUILOMBO",2905,527,0.18
"39013","SP","350870","CACONDE",731927,"UNIDADE DE SAUDE DA FAMILIA ESF VARZEA",3057,314,0.1
"39014","SP","350880","CAFELÂNDIA",5271304,"UNID PROGRAMA SAUDE FAMILIA BACURITI VILA SIMOES CAFELANDIA",1389,136,0.1
"39015","SP","350900","CAIEIRAS",2698633,"UBS CIAS DR MILTON FERREIRA NEVES",11685,844,0.07
"39016","SP","350920","CAJAMAR",5270006,"POSTO DE SAUDE NADILIA DE OLIVEIRA SANTOS",3397,800,0.24
"39017","SP","350940","CAJURU",2022982,"ESF COHAB CAJURU",3308,235,0.07
"39018","SP","350950","CAMPINAS",2023199,"CENTRO DE SAUDE COSTA E SILVA",17853,693,0.04
"39019","SP","350950","CAMPINAS",2022702,"CENTRO DE SAUDE SOUSAS",21786,1255,0.06
"39020","SP","350950","CAMPINAS",2022915,"CENTRO DE SAUDE SAO VICENTE",9181,652,0.07
"39021","SP","350950","CAMPINAS",2023180,"CENTRO DE SAUDE ERNESTO SIERRA HUNOVITCH OROZIMBO MAIA",17340,2036,0.12
"39022","SP","350950","CAMPINAS",2022680,"CENTRO DE SAUDE SANTA ODILA",13260,636,0.05
"39023","SP","350950","CAMPINAS",6032141,"CENTRO DE SAUDE CAMPINA GRANDE",4022,1047,0.26
"39024","SP","350970","CAMPOS DO JORDÃO",2061244,"UBS JULIO CESAR RUGGIERO",1197,78,0.07
"39025","SP","350970","CAMPOS DO JORDÃO",3909557,"ESF JOSE RAIMUNDO DA SILVA",3754,134,0.04
"39026","SP","350970","CAMPOS DO JORDÃO",3909565,"POSTO VILA NADIR CAMPOS DO JORDAO",4668,187,0.04
"39027","SP","350990","CANANÉIA",6219373,"UNIDADE DE PSF II CARIJO CANANEIA",2197,277,0.13
"39028","SP","351000","CÂNDIDO MOTA",2046024,"ESF ROSA ROSSI MAIA",2725,200,0.07
"39029","SP","351020","CAPÃO BONITO",2067153,"UBSF SEITE WATANABE NOVA CAPAO BONITO CAPAO BONITO",3304,406,0.12
"39030","SP","351030","CAPELA DO ALTO",7257252,"CENTRO DE DETENCAO PROVISORIA DE CAPELA DO ALTO",307,21,0.07
"39031","SP","351040","CAPIVARI",2785315,"CENTRO DE SAUDE DR MARIO DIAS DE AGUIAR",9134,1266,0.14
"39032","SP","351050","CARAGUATATUBA",2051338,"UBS DR MARIO HENRIQUE TIMOSSI TASSO CARAGUATATUBA",8350,1593,0.19
"39033","SP","351060","CARAPICUÍBA",2046601,"UBS FLORISPINA P CARVALHO",15268,2520,0.17
"39034","SP","351070","CARDOSO",9419896,"ESF VILA SANTOS REIS",2994,165,0.06
"39035","SP","351100","CASTILHO",267007,"UNIDADE BASICA DE SAUDE LUCILA DOS SANTOS TEODORO",3750,472,0.13
"39036","SP","351110","CATANDUVA",2025914,"UBS DR JOSE BARRIONUEVO RODRIGUES VILA SOTO",7567,463,0.06
"39037","SP","351120","CATIGUÁ",6609074,"ESF ETELVINA JOSE CACHADA E SOUZA",1623,96,0.06
"39038","SP","351200","COLINA",2095971,"USF SAO SEBASTIAO TEREZA BERNARDES TEIXERA",5928,516,0.09
"39039","SP","351210","COLÔMBIA",2090414,"UNIDADE DE SAUDE DA FAMILIA I COLOMBIA",3136,328,0.1
"39040","SP","351220","CONCHAL",5024749,"PSF NOVO HORIZONTE NESTOR MARTINS DE CAMARGO CONCHAL SP",4166,364,0.09
"39041","SP","351230","CONCHAS",2700220,"UNIDADE DE SAUDE DE JUQUIRATIBA",55,0,0
"39042","SP","351240","CORDEIRÓPOLIS",2748517,"ESF SILVINA PEREIRA",2842,397,0.14
"39043","SP","351280","COSMÓPOLIS",2023636,"UBS JARDIM FAVERI",6672,595,0.09
"39044","SP","355720","CHAVANTES",2092433,"PAS DE IRAPE CHAVANTES",2287,436,0.19
"39045","SP","355720","CHAVANTES",5528119,"PAS ENFERMEIRA GISLAINE DE MELLO VIEIRA INOCOOP",1677,246,0.15
"39046","TO","170070","ALVORADA",7042922,"UBS DR RONALDO ADVENTINO",2942,465,0.16
"39047","TO","170190","ARAGUACEMA",7510640,"UNIDADE DE SAUDE DA FAMILIA JARDIM PLANALTO",2706,410,0.15
"39048","TO","170200","ARAGUAÇU",2468948,"UBS PEDRO TAVARES SOBRINHO",2044,329,0.16
"39049","TO","170210","ARAGUAÍNA",7518021,"UBS DR RAIMUNDO GOMES MARINHO",7966,1683,0.21
"39050","TO","170210","ARAGUAÍNA",2467704,"UBS JK ARAGUAINA",6203,1087,0.18
"39051","TO","170210","ARAGUAÍNA",2467828,"UBS JOSE DE SOUSA REZENDE ARAGUAINA",20359,2682,0.13
"39052","TO","170255","AUGUSTINÓPOLIS",3017796,"UNIDADE DE SAUDE DA FAMILIA IV DE AUGUSTINOPOLIS",4654,980,0.21
"39053","TO","170300","BABAÇULÂNDIA",2680335,"UNIDADE SAUDE DA FAMILIA PROF JOANA DARC BABACULANDIA",2405,866,0.36
"39054","TO","170307","BARRA DO OURO",2370743,"USF POV DE MORRO GRANDE BARRA DO OURO",1606,447,0.28
"39055","TO","170320","BERNARDO SAYÃO",2487063,"CENTRO DE SAUDE BERNARDO SAYAO",5077,1057,0.21
"39056","TO","170384","CAMPOS LINDOS",2486938,"UNIDADE BASICA DE SAUDE DE CAMPOS LINDOS",9598,2393,0.25
"39057","TO","170460","CHAPADA DE AREIA",2487047,"UNIDADE BASICA DE SAUDE DE CHAPADA DE AREIA",1971,401,0.2
"39058","TO","170550","COLINAS DO TOCANTINS",2370409,"UNIDADE DE SAUDE DA FAMILIA JARMILAO SAMPAIO COLINAS",7439,871,0.12
"39059","TO","170625","CRIXÁS DO TOCANTINS",2468603,"UNIDADE BASICA DE SAUDE DA FAMILIA CRIXAS",2110,382,0.18
"39060","TO","170700","DIANÓPOLIS",2468743,"UNIDADE BASICA DE SAUDE PSF 01 DIANOPOLIS",2784,417,0.15
"39061","TO","170730","DUERÉ",2467550,"CENTRO DE SAUDE LUISA PINHEIRO BARROS DUERE",2850,537,0.19
"39062","TO","170755","FÁTIMA",5550777,"UNIDADE DE SAUDE DA FAMILIA DR ANTONIO PEDRO RIBEIRO",2142,258,0.12
"39063","TO","170770","FILADÉLFIA",9967621,"UNIDADE DE SAUDE DISTRITO DE BIELANDIA",2467,655,0.27
"39064","TO","170930","GUARAÍ",2469286,"UNIDADE BASICA DE SAUDE DO SETOR PESTANA GUARAI",4930,852,0.17
"39065","TO","170930","GUARAÍ",2687968,"UNIDADE BASICA DE SAUDE JOSE COELHO DOS SANTOS GUARAI",3109,320,0.1
"39066","TO","170950","GURUPI",3545520,"UNIDADE BASICA DE SAUDE ROSENDO BARBOSA DE ARAUJO",6111,566,0.09
"39067","TO","170950","GURUPI",6646271,"UNIDADE DE SAUDE DA FAMILIA BELA VISTA",3822,705,0.18
"39068","TO","170950","GURUPI",2546434,"UNIDADE BASICA DE SAUDE ULISSES MOREIRA MILHOMEM",6199,930,0.15
"39069","TO","170950","GURUPI",7023138,"UNIDADE DE SAUDE DA FAMILIA JOAO MANOEL DOS SANTOS",7505,441,0.06
"39070","TO","170950","GURUPI",109347,"UNIDADE DE SAUDE FRANCISCO NOGUEIRA LIMA",3306,789,0.24
"39071","TO","170950","GURUPI",9320385,"UNIDADE BASICA DE SAUDE CLARA MOTA E SILVA",4399,672,0.15
"39072","TO","171190","LAGOA DA CONFUSÃO",2792486,"UNIDADE BASICA DE SAUDE 2 LAGOA DA CONFUSAO",3817,735,0.19
"39073","TO","171320","MIRACEMA DO TOCANTINS",3716368,"UNIDADE BASICA DE SAUDE ODICILIA LINO PEREIRA",2751,549,0.2
"39074","TO","171510","NOVO ACORDO",2468301,"UNIDADE BASICA DE SAUDE DE NOVO ACORDO",2743,603,0.22
"39075","TO","171575","PALMEIRÓPOLIS",2658968,"UNIDADE BASICA DE SAUDE SETOR BOM TEMPO",1906,477,0.25
"39076","TO","171610","PARAÍSO DO TOCANTINS",2469057,"UNIDADE BASICA DE SAUDE URSULINO COSTA PARAISO",5989,640,0.11
"39077","TO","171610","PARAÍSO DO TOCANTINS",5031028,"UNIDADE BASICA DE SAUDE GENTIL COSTA PARAISO",6429,417,0.06
"39078","TO","171610","PARAÍSO DO TOCANTINS",7625294,"UNIDADE BASICA DE SAUDE MOACIR DA PAIXAO PARAISO",2702,461,0.17
"39079","TO","171650","PEDRO AFONSO",9306072,"U B S III MARIA CLARA BRASIL DE CARVALHO",2535,485,0.19
"39080","TO","171665","PEQUIZEIRO",2359715,"UNIDADE DE SAUDE DA FAMILIA ZONA RURAL",2029,579,0.29
"39081","TO","171820","PORTO NACIONAL",9901752,"UBS JARDIM DO PORTO",11160,1961,0.18
"39082","TO","171820","PORTO NACIONAL",2658925,"USF MARIA DA CONCEICAO F MOURA AIRES DE PORTO NACIONAL",4855,575,0.12
"39083","TO","171820","PORTO NACIONAL",2468549,"USF BRIGADEIRO EDUARDO GOMES PORTO NACIONAL",3758,805,0.21
"39084","TO","171830","PRAIA NORTE",2487020,"UNIDADE BASICA DE SAUDE DA FAMILIA I",2649,650,0.25
"39085","TO","171840","PRESIDENTE KENNEDY",2469251,"UNIDADE BASICA DE SAUDE ROZIRES COELHO DA COSTA",3525,730,0.21
"39086","TO","171855","RIACHINHO",2680254,"CENTRO DE SAUDE DE RIACHINHO",3167,835,0.26
"39087","TO","171865","RIO DA CONCEIÇÃO",2370654,"UNIDADE DE SAUDE DA FAMILIA DE RIO DA CONCEICAO",2089,438,0.21
"39088","TO","171880","SAMPAIO",927074,"UNIDADE BASICA DE SAUDE MAE CEZARIA",3117,884,0.28
"39089","TO","172000","SANTA TEREZINHA DO TOCANTINS",2469529,"CENTRO MUNICIPAL DE SAUDE MAE PETA",2653,653,0.25
"39090","TO","172030","SÃO SEBASTIÃO DO TOCANTINS",2370476,"POSTO DE SAUDE JOANA DIAS CARVALHO DE SAO SEBASTIAO",931,327,0.35
"39091","TO","172080","SÍTIO NOVO DO TOCANTINS",2370506,"UNIDADE BASICA DE SAUDE DE SITIO NOVO",5629,1204,0.21
"39092","TO","172080","SÍTIO NOVO DO TOCANTINS",2370522,"UNIDADE BASICA DE SAUDE OLHO DAGUA DO COCO SITIO NOVO",2135,718,0.34
"39093","TO","172090","TAGUATINGA",2486741,"UNIDADE DE SAUDE DA F WALDEMAR CARLOS DE FRANCA TAGUATINGA",3977,1457,0.37
"39094","TO","172100","PALMAS",6372082,"UNIDADE DE SAUDE DA FAMILIA DEISE DE FATIMA ARAUJO DE PAULA",13762,348,0.03
"39095","TO","172100","PALMAS",2467976,"UNIDADE DE SAUDE DA FAMILIA JOSE LUIZ OTAVIANI ARNO 33",5744,532,0.09
"39096","TO","172100","PALMAS",2492695,"UNIDADE DE SAUDE DA FAMILIA LIBERDADE",7342,1042,0.14
"39097","TO","172100","PALMAS",2492709,"UNIDADE DE SAUDE DA FAMILIA ARNO 61",11489,1022,0.09
"39098","TO","172100","PALMAS",2492725,"UNIDADE DE SAUDE DA FAMILIA SANTA BARBARA",9649,1881,0.19
"39099","TO","172100","PALMAS",5314240,"UNIDADE DE SAUDE DA FAMILIA TAQUARI",17583,3830,0.22
"39100","TO","172100","PALMAS",2467933,"UNIDADE DE SAUDE DA FAMILIA MORADA DO SOL",11722,2366,0.2
"39101","TO","172100","PALMAS",2468042,"UNIDADE DE SAUDE DA FAMILIA ALTO BONITO",3794,477,0.13
"39102","TO","172208","WANDERLÂNDIA",972665,"PROFESSORA TEREZA VALADARES DA SILVA",561,164,0.29
